Old Key,New Key,Value,Suggested Key,Suggested Key Value
enum.compliance.ANONYMISATION,MISSING_IN_NEW_JSON,by anonymisation of personal data for preservation and/or sharing (truly anonymous data are no longer considered personal data) ,,
enum.compliance.PSEUDONYMISATION,MISSING_IN_NEW_JSON,by pseudonymisation of personal data (the main difference with anonymisation is that pseudonymisation is reversible) ,,
enum.compliance.ENCRYPTION,MISSING_IN_NEW_JSON,"by encryption of personal data (the encryption key must be stored separately from the data, for instance by a trusted third party) ",,
enum.compliance.OTHER,COULD_NOT_BE_AUTO_REPLACE,other measures,dmp.versions.view.legal.personal.data.other.compliance,Other measures
enum.contributor.role.DATA_COLLECTOR,MISSING_IN_NEW_JSON,Data Collector,,
enum.contributor.role.DATA_CURATOR,MISSING_IN_NEW_JSON,Data Curator,,
enum.contributor.role.DATA_MANAGER,MISSING_IN_NEW_JSON,Data Manager,,
enum.contributor.role.DISTRIBUTOR,MISSING_IN_NEW_JSON,Distributor,,
enum.contributor.role.EDITOR,COULD_NOT_BE_AUTO_REPLACE,Editor,dmp.versions.editor,Editor
enum.contributor.role.HOSTING_INSTITUTION,MISSING_IN_NEW_JSON,Hosting Institution,,
enum.contributor.role.PRODUCER,MISSING_IN_NEW_JSON,Producer,,
enum.contributor.role.PROJECT_LEADER,MISSING_IN_NEW_JSON,Project Leader,,
enum.contributor.role.PROJECT_MANAGER,MISSING_IN_NEW_JSON,Project Manager,,
enum.contributor.role.PROJECT_MEMBER,MISSING_IN_NEW_JSON,Project Member,,
enum.contributor.role.REGISTRATION_AGENCY,MISSING_IN_NEW_JSON,Registration Agency,,
enum.contributor.role.REGISTRATION_AUTHORITY,MISSING_IN_NEW_JSON,Registration Authority,,
enum.contributor.role.RELATED_PERSON,MISSING_IN_NEW_JSON,Related Person,,
enum.contributor.role.RESEARCHER,MISSING_IN_NEW_JSON,Researcher,,
enum.contributor.role.RESEARCH_GROUP,MISSING_IN_NEW_JSON,Research Group,,
enum.contributor.role.RIGHTS_HOLDER,MISSING_IN_NEW_JSON,Rights Holder,,
enum.contributor.role.SPONSOR,MISSING_IN_NEW_JSON,Sponsor,,
enum.contributor.role.SUPERVISOR,MISSING_IN_NEW_JSON,Supervisor,,
enum.contributor.role.WORK_PACKAGE_LEADER,MISSING_IN_NEW_JSON,Work Package Leader,,
enum.contributor.role.PRINCIPAL_INVESTIGATOR,MISSING_IN_NEW_JSON,Principal Investigator,,
enum.contributor.role.PROJECT_COORDINATOR,MISSING_IN_NEW_JSON,Project Coordinator,,
enum.contributor.role.OTHER,MISSING_IN_NEW_JSON,Other,,
enum.costs.DATA_ACQUISITION,MISSING_IN_NEW_JSON,Data Acquisition,,
enum.costs.DATABASE,MISSING_IN_NEW_JSON,Database,,
enum.costs.FILE_BASED_STORAGE,MISSING_IN_NEW_JSON,File-based Storage,,
enum.costs.HARDWARE_AND_INFRASTRUCTURE,MISSING_IN_NEW_JSON,Hardware and Infrastructure,,
enum.costs.LEGAL_ADVICE,MISSING_IN_NEW_JSON,Legal Advice,,
enum.costs.PERSONNEL,MISSING_IN_NEW_JSON,Personnel (Data Steward),,
enum.costs.REPOSITORY,MISSING_IN_NEW_JSON,Repository,,
enum.costs.SOFTWARE_LICENSE,MISSING_IN_NEW_JSON,Software License,,
enum.costs.TRAINING,MISSING_IN_NEW_JSON,Training,,
enum.costs.OTHER,MISSING_IN_NEW_JSON,Other,,
enum.dataaccess.OPEN,MISSING_IN_NEW_JSON,Open,,
enum.dataaccess.RESTRICTED,MISSING_IN_NEW_JSON,Restricted,,
enum.dataaccess.CLOSED,MISSING_IN_NEW_JSON,Closed,,
enum.datakind.UNKNOWN,MISSING_IN_NEW_JSON,unknown,,
enum.datakind.NONE,MISSING_IN_NEW_JSON,none,,
enum.datakind.SPECIFY,MISSING_IN_NEW_JSON,specify,,
enum.dataquality.CALIBRATION,MISSING_IN_NEW_JSON,calibration,,
enum.dataquality.REPEATED_SAMPLES_OR_MEASUREMENTS,MISSING_IN_NEW_JSON,repeated samples or measurements,,
enum.dataquality.STANDARDISED_DATA_CAPTURE,MISSING_IN_NEW_JSON,standardised data capture,,
enum.dataquality.DATA_ENTRY_VALIDATION,MISSING_IN_NEW_JSON,data entry validation,,
enum.dataquality.PEER_REVIEW_OF_DATA,MISSING_IN_NEW_JSON,peer review of data,,
enum.dataquality.REPRESENTATION_WITH_CONTROLLED_VOCABULARIES,MISSING_IN_NEW_JSON,representation with controlled vocabularies,,
enum.dataquality.OTHERS,MISSING_IN_NEW_JSON,others,,
enum.dataset.type.STANDARD_OFFICE_DOCUMENTS,MISSING_IN_NEW_JSON,STANDARD OFFICE DOCUMENTS,,
enum.dataset.type.STRUCTURED_TEXT,MISSING_IN_NEW_JSON,STRUCTURED TEXT,,
enum.dataset.type.IMAGES,MISSING_IN_NEW_JSON,IMAGES,,
enum.dataset.type.AUDIOVISUAL_DATA,MISSING_IN_NEW_JSON,AUDIOVISUAL DATA,,
enum.dataset.type.RAW_DATA,MISSING_IN_NEW_JSON,RAW DATA,,
enum.dataset.type.NETWORKBASED_DATA,MISSING_IN_NEW_JSON,NETWORKBASED DATA,,
enum.dataset.type.DATABASES,MISSING_IN_NEW_JSON,DATABASES,,
enum.dataset.type.STRUCTURED_GRAPHICS,MISSING_IN_NEW_JSON,STRUCTURED GRAPHICS,,
enum.dataset.type.SCIENTIFIC_STATISTICAL_DATA,MISSING_IN_NEW_JSON,SCIENTIFIC STATISTICAL DATA,,
enum.dataset.type.PLAIN_TEXT,MISSING_IN_NEW_JSON,PLAIN TEXT,,
enum.dataset.type.ARCHIVED_DATA,MISSING_IN_NEW_JSON,ARCHIVED DATA,,
enum.dataset.type.SOFTWARE_APPLICATIONS,MISSING_IN_NEW_JSON,SOFTWARE APPLICATIONS,,
enum.dataset.type.SOURCE_CODE,MISSING_IN_NEW_JSON,SOURCE CODE,,
enum.dataset.type.CONFIGURATION_DATA,MISSING_IN_NEW_JSON,CONFIGURATION DATA,,
enum.dataset.type.OTHER,MISSING_IN_NEW_JSON,OTHER,,
enum.functionrole.ADMIN,MISSING_IN_NEW_JSON,ADMIN,,
enum.functionrole.EDITOR,MISSING_IN_NEW_JSON,EDITOR,,
enum.functionrole.GUEST,MISSING_IN_NEW_JSON,GUEST,,
enum.functionrole.OWNER,MISSING_IN_NEW_JSON,OWNER,,
enum.functionrole.SUPPORT,MISSING_IN_NEW_JSON,SUPPORT,,
enum.fundingstate.PLANNED,MISSING_IN_NEW_JSON,planned,,
enum.fundingstate.APPLIED,MISSING_IN_NEW_JSON,applied,,
enum.fundingstate.GRANTED,MISSING_IN_NEW_JSON,granted,,
enum.fundingstate.REJECTED,MISSING_IN_NEW_JSON,rejected,,
enum.fundingstate.UNSPECIFIED,MISSING_IN_NEW_JSON,unspecified,,
enum.identifier.ORCID,MISSING_IN_NEW_JSON,orcid,,
enum.identifier.ISNI,MISSING_IN_NEW_JSON,isni,,
enum.identifier.OPENID,MISSING_IN_NEW_JSON,openid,,
enum.identifier.HANDLE,MISSING_IN_NEW_JSON,handle,,
enum.identifier.DOI,MISSING_IN_NEW_JSON,doi,,
enum.identifier.ARK,MISSING_IN_NEW_JSON,ark,,
enum.identifier.URL,MISSING_IN_NEW_JSON,url,,
enum.identifier.HDL,MISSING_IN_NEW_JSON,hdl,,
enum.identifier.PURL,MISSING_IN_NEW_JSON,purl,,
enum.identifier.URN,MISSING_IN_NEW_JSON,urn,,
enum.identifier.FUNDREF,MISSING_IN_NEW_JSON,fundref,,
enum.identifier.ROR,MISSING_IN_NEW_JSON,ror,,
enum.identifier.OTHER,MISSING_IN_NEW_JSON,other,,
enum.securitymeasure.INDIVIDUAL_LOGIN,MISSING_IN_NEW_JSON,individual log-in and password,,
enum.securitymeasure.ADDITIONAL_LOGIN,MISSING_IN_NEW_JSON,additional log-in for specific applications,,
enum.securitymeasure.AUTOMATIC_LOCKING_OF_CLIENTS,MISSING_IN_NEW_JSON,automatic locking of clients (timeout),,
enum.securitymeasure.ENCRYPTION_OF_SYSTEMS,MISSING_IN_NEW_JSON,encryption of systems,,
enum.securitymeasure.LOCKED_STORAGE,MISSING_IN_NEW_JSON,keep printouts of sensitive data in locked storage,,
enum.securitymeasure.OTHER,COULD_NOT_BE_AUTO_REPLACE,other measures,dmp.steps.documentation.question.short.otherDataQuality,Other measures
enum.exportDmpTemplatetype.FWF,MISSING_IN_NEW_JSON,FWF,,
enum.exportDmpTemplatetype.SCIENCE_EUROPE,MISSING_IN_NEW_JSON,Science Europe,,
enum.exportDmpTemplatetype.HORIZON_EUROPE,MISSING_IN_NEW_JSON,Horizon Europe,,
contenttypes,dmp.steps.repositories.contenttypes,Content types,,Content types
metadatastandards,dmp.steps.repositories.metadatastandards,Metadata standards,,Metadata standards
or,MISSING_IN_NEW_JSON,or,,
preview.title,preview.title,Live Preview,,Live Preview
preview.info,preview.info,"Only data that has been saved will be displayed in the preview, if you are missing recent changes please save your DMP first.",,"Only data that has been saved will be displayed in the preview, if you are missing recent changes please save your DMP first."
preview.templateSelection,preview.templateSelection,Choose preview format,,Choose preview format
preview.loading,MISSING_IN_NEW_JSON,Loading,,
preview.requestTemplateSelection,preview.requestTemplateSelection,Please select a template in the dropdown,,Please select a template in the dropdown
help.legal.sensitiveDataSecurity,dmp.steps.legal.help.sensitiveDataSecurity,"Referring to physical security, network security, and security of computer systems and files.",,"Referring to physical security, network security, and security of computer systems and files."
help.legal.personalDataCompliance,dmp.steps.legal.help.personalDataCompliance,Make sure you follow your institutions guidance on informed consent.,,Make sure you follow your institutions guidance on informed consent.
help.ethical.humanParticipants,dmp.steps.legal.help.humanParticipants,"The participation may include activities such as interviews, prototype testing, observations, surveys, etc.",,"The participation may include activities such as interviews, prototype testing, observations, surveys, etc."
help.ethical.ethicalIssues,dmp.steps.legal.help.ethicalIssues,"For example: Your research involves human embryos, foetuses, cells or tissues, animals, activities that may adversely affect the environment or the health and safety of involved persons, artificial intelligence, activities outside the EU, or there are dual use or misuse aspects that must be addressed.",,"For example: Your research involves human embryos, foetuses, cells or tissues, animals, activities that may adversely affect the environment or the health and safety of involved persons, artificial intelligence, activities outside the EU, or there are dual use or misuse aspects that must be addressed."
